order_id,order_date,ship_date,delivery_date,order_status,customer_id,customer_name,country,state,city,product_id,product_name,category,sub_category,brand,quantity,unit_price,payment_method,gender,age,total_sales
A18070,18-08-2026,14-04-2026,06-04-2026,Delivered,C3585,Caleb Brown,India,Michigan,Larrymouth,P141,without,Fashion,Footwear,Gregory-Mccarthy,4,10094,NetBanking,Male,30,40375
A18071,08-05-2026,15-11-2026,22-11-2026,Delivered,C6086,Jordan Martinez,India,Maine,Mathewstown,P464,either,Home,Furniture,Fisher Inc,5,3742,NetBanking,Female,24,18708
A18072,03-11-2026,11-10-2026,29-09-2026,Delivered,C5897,Jennifer Parsons,India,Alaska,Sabrinaside,P704,girl,Home,Furniture,Oneal Group,4,16307,NetBanking,Male,58,65229
A18073,31-01-2026,26-03-2026,10-12-2026,Delivered,C2251,Rachel Cooper,India,New Mexico,Amandaville,P118,make,Home,Furniture,Velez Inc,1,27902,NetBanking,Female,27,27902
A18074,19-02-2026,12-11-2026,29-07-2026,Delivered,C6122,Catherine Hobbs,India,Kansas,East Matthewborough,P727,north,Home,Kitchen,Jones-Campbell,4,35631,UPI,Female,51,142524
A18075,21-02-2026,12-10-2026,16-12-2026,Delivered,C1434,Thomas Garcia,India,Iowa,Steventown,P252,modern,Home,Kitchen,"Wallace, Quinn and Mcdaniel",3,23282,Card,Female,29,69847
A18076,15-09-2026,27-01-2026,05-12-2026,Delivered,C2066,Robert Castillo,India,California,New Amandaburgh,P643,language,Fashion,Footwear,Ortiz-Valenzuela,2,48374,COD,Female,42,96749
A18077,15-12-2026,28-01-2026,24-12-2026,Delivered,C2567,Amanda Phillips,India,Missouri,Johnhaven,P794,seven,Electronics,Mobile,"Trevino, Montes and Choi",1,1830,NetBanking,Female,58,1830
A18078,25-11-2026,26-07-2026,30-08-2026,Delivered,C9524,Michael Castaneda,India,Ohio,New Julie,P860,dog,Fashion,Footwear,Villegas-Trujillo,4,42299,UPI,Female,36,169194
A18079,25-09-2026,19-01-2026,19-10-2026,Delivered,C6639,Roberto Bauer,India,Texas,Maxside,P560,consumer,Home,Furniture,Buckley-Vega,1,20500,UPI,Female,32,20500
A18080,18-05-2026,01-03-2026,27-12-2026,Delivered,C9788,Miguel Walter DVM,India,Oklahoma,Hardyfort,P234,reach,Home,Kitchen,Ellis-Grant,2,16712,COD,Male,31,33424
A18081,19-08-2026,08-02-2026,20-02-2026,Delivered,C4027,Melissa Adkins,India,Iowa,Andersonborough,P776,reduce,Fashion,Footwear,"Flores, Hubbard and Moody",4,38799,UPI,Female,31,155198
A18082,16-02-2026,01-04-2026,17-08-2026,Delivered,C4532,Kevin Walsh,India,Louisiana,Mcculloughmouth,P914,term,Electronics,Mobile,Gillespie PLC,4,36449,Card,Male,30,145798
A18083,17-10-2026,28-05-2026,04-07-2026,Delivered,C3158,Ann Buchanan,India,Illinois,Hollowayland,P789,way,Fashion,Clothing,Schultz-Smith,1,18288,Card,Male,46,18288
A18084,30-12-2026,16-05-2026,08-09-2026,Delivered,C5097,Kelsey Barr,India,Connecticut,Port Kelly,P370,star,Home,Furniture,Pratt Inc,3,44184,NetBanking,Female,41,132551
A18085,11-11-2026,07-01-2026,04-10-2026,Delivered,C3558,Tammy Cooley,India,North Carolina,East Jason,P444,yet,Home,Kitchen,"Gonzales, Bush and Williams",2,39008,Card,Male,31,78016
A18086,28-10-2026,15-11-2026,04-02-2026,Delivered,C6798,Christopher Wolf,India,Florida,Lake Nancy,P495,few,Home,Furniture,"Brown, Holmes and Johnson",1,45148,NetBanking,Female,32,45148
A18087,09-03-2026,21-05-2026,02-10-2026,Delivered,C8819,Rebecca Brown,India,Louisiana,Ellisport,P877,drug,Fashion,Footwear,Lynch Group,3,33815,COD,Female,53,101444
A18088,28-11-2026,29-03-2026,20-12-2026,Delivered,C4687,Charles Blake,India,Ohio,Lake Amyside,P226,field,Home,Kitchen,Franco-Johnston,1,31706,UPI,Female,41,31706
A18089,27-08-2026,07-06-2026,02-01-2026,Delivered,C5002,Michelle Ferrell,India,Oregon,Port Patrick,P458,job,Home,Furniture,Watson Inc,5,17989,COD,Female,54,89943
A18090,11-09-2026,10-03-2026,13-01-2026,Delivered,C1037,Cynthia Ward,India,Oklahoma,Reidstad,P455,foreign,Home,Furniture,Nguyen-Gray,1,12212,NetBanking,Female,21,12212
A18091,05-02-2026,15-07-2026,02-11-2026,Delivered,C2801,Jason Gilbert,India,Illinois,North Anna,P389,tonight,Fashion,Clothing,Melendez PLC,5,44505,COD,Male,21,222525
A18092,30-10-2026,16-08-2026,27-05-2026,Delivered,C9035,Randy Rocha DVM,India,Indiana,South Ryan,P591,girl,Fashion,Footwear,Green Inc,2,31401,UPI,Male,20,62802
A18093,17-09-2026,07-11-2026,06-09-2026,Delivered,C3766,Theresa Mccann,India,Utah,North Travis,P192,kitchen,Electronics,Laptop,"Cole, Norman and Guzman",5,44933,UPI,Male,25,224665
A18094,12-05-2026,18-08-2026,08-02-2026,Delivered,C3778,Eric Lawson,India,Oklahoma,New Sean,P514,positive,Electronics,Accessories,Riley-Jennings,2,42002,COD,Male,52,84004
A18095,16-04-2026,16-03-2026,27-04-2026,Delivered,C8283,Paul Turner,India,Missouri,Karinaborough,P619,watch,Fashion,Clothing,Garcia-Gutierrez,4,23351,Card,Female,52,93405
A18096,26-06-2026,02-08-2026,29-12-2026,Delivered,C2968,Melissa Rojas,India,Idaho,South Jessica,P813,hold,Fashion,Clothing,Hamilton and Sons,5,48632,Card,Male,34,243161
A18097,26-08-2026,30-03-2026,07-01-2026,Delivered,C5361,Haley Torres DDS,India,Virginia,Fostermouth,P764,sea,Fashion,Clothing,Hernandez Group,3,4908,COD,Female,42,14725
A18098,04-02-2026,30-11-2026,02-03-2026,Delivered,C2796,Michael Gentry,India,New York,Danaview,P612,market,Home,Kitchen,Thomas-Williams,2,28079,UPI,Female,36,56159
A18099,26-08-2026,22-08-2026,01-03-2026,Delivered,C3724,Melissa Villa,India,Hawaii,West Emily,P105,stage,Fashion,Clothing,Jackson LLC,5,35534,UPI,Male,26,177668
A18100,23-12-2026,22-11-2026,28-05-2026,Delivered,C4305,John Gonzalez,India,Wisconsin,Leeberg,P769,success,Electronics,Accessories,Fitzgerald-Mendoza,1,19075,NetBanking,Male,51,19075
A18101,09-07-2026,31-01-2026,23-10-2026,Delivered,C3944,John Glass,India,Kentucky,Andrewfurt,P955,machine,Electronics,Accessories,Prince Inc,2,3912,UPI,Female,41,7824
A18102,14-12-2026,22-10-2026,09-04-2026,Delivered,C1844,Crystal Conley,India,Massachusetts,South Thomas,P392,purpose,Home,Furniture,Nguyen Group,1,28439,Card,Female,24,28439
A18103,01-02-2026,16-06-2026,23-07-2026,Delivered,C9429,Antonio Hill,India,Nevada,East Marybury,P683,against,Fashion,Clothing,Rodriguez Group,4,30399,Card,Male,50,121595
A18104,31-08-2026,20-03-2026,12-11-2026,Delivered,C8280,Mark Robinson,India,Iowa,Karenstad,P414,develop,Electronics,Laptop,Chapman PLC,1,12464,UPI,Female,32,12464
A18105,31-08-2026,15-11-2026,29-08-2026,Delivered,C8818,Laura Camacho,India,Alaska,South Monicafurt,P197,message,Fashion,Footwear,"Fritz, Chavez and Clark",2,12731,Card,Female,60,25462
A18106,25-06-2026,23-09-2026,01-12-2026,Delivered,C1021,Jennifer Montgomery,India,New Mexico,Romeroborough,P935,century,Fashion,Footwear,Carter PLC,1,21446,UPI,Female,22,21446
A18107,23-04-2026,31-07-2026,24-12-2026,Delivered,C8779,Olivia Huber,India,New York,New Jason,P171,care,Electronics,Laptop,"Gomez, Williams and Collins",1,12875,COD,Male,31,12875
A18108,28-04-2026,21-04-2026,14-11-2026,Delivered,C6108,Cindy Davis,India,Montana,East Brittanyberg,P858,stage,Electronics,Laptop,"Dickson, Ortega and Lopez",5,8952,UPI,Male,19,44762
A18109,14-09-2026,31-01-2026,28-09-2026,Delivered,C9479,Danielle Wise,India,Texas,South Michaelstad,P357,spring,Electronics,Laptop,Lowery-Harris,5,48918,Card,Male,65,244592
A18110,07-10-2026,15-04-2026,23-05-2026,Delivered,C5629,Amber Escobar,India,Connecticut,New Christopher,P964,born,Fashion,Footwear,Garcia Group,1,8969,Card,Male,57,8969
A18111,25-12-2026,28-05-2026,23-01-2026,Delivered,C6262,Christina Casey,India,Michigan,Gonzalezhaven,P709,price,Home,Furniture,Collins-Fowler,5,20102,Card,Male,47,100512
A18112,19-01-2026,15-11-2026,05-04-2026,Delivered,C8209,Samuel Silva,India,Nevada,West Susan,P200,response,Electronics,Laptop,Franklin-Anderson,3,22266,COD,Male,34,66799
A18113,07-01-2026,09-06-2026,05-09-2026,Delivered,C6780,Brandon Baker,India,Arkansas,South Mark,P138,difficult,Home,Furniture,"Martin, Coleman and Barrett",3,22169,UPI,Male,30,66507
A18114,26-05-2026,21-03-2026,07-03-2026,Delivered,C1908,Sara Roberts,India,Maryland,Sylviashire,P476,in,Electronics,Laptop,Rodriguez PLC,4,35515,COD,Female,23,142058
A18115,14-07-2026,23-01-2026,14-03-2026,Delivered,C3771,Dr. Shannon Parker,India,North Carolina,Boltontown,P440,offer,Home,Kitchen,"Keller, Lopez and Holmes",1,26707,UPI,Male,45,26707
A18116,13-04-2026,27-08-2026,23-06-2026,Delivered,C8467,Brenda Nelson,India,Washington,Buchananview,P152,radio,Electronics,Mobile,Crawford PLC,4,486,UPI,Male,25,1944
A18117,05-06-2026,16-09-2026,26-07-2026,Delivered,C4566,Amber Castro,India,Kentucky,Cruzmouth,P212,thousand,Home,Furniture,Martinez LLC,5,2046,Card,Female,59,10228
A18118,09-03-2026,31-12-2026,02-01-2026,Delivered,C8517,Ryan Hicks,India,Washington,Andreamouth,P138,first,Fashion,Footwear,Carlson Ltd,5,27753,NetBanking,Female,25,138765
A18119,20-02-2026,18-09-2026,02-03-2026,Delivered,C5976,Derek Carney,India,Minnesota,Matthewtown,P206,candidate,Home,Kitchen,Tate Inc,5,38091,Card,Male,63,190457
A18120,22-07-2026,10-02-2026,26-03-2026,Delivered,C9753,Phillip Matthews,India,Ohio,New Philipchester,P391,draw,Home,Furniture,Hernandez-May,2,17362,UPI,Female,65,34723
A18121,17-02-2026,16-02-2026,04-09-2026,Delivered,C9423,Cindy Ellis,India,Alaska,East Maria,P307,choose,Fashion,Clothing,Moore Ltd,3,8686,Card,Female,24,26058
A18122,18-03-2026,30-04-2026,28-01-2026,Delivered,C6080,Chloe Stevens,India,Delaware,Moorebury,P875,run,Electronics,Laptop,Weber-Young,2,44767,Card,Male,18,89534
A18123,18-01-2026,13-04-2026,19-09-2026,Delivered,C8356,Corey Nelson,India,Oklahoma,Port Jacob,P355,long,Fashion,Footwear,"Cox, Stark and Zhang",4,21547,NetBanking,Female,43,86190
A18124,18-03-2026,20-01-2026,13-09-2026,Delivered,C3356,Kendra Green,India,Tennessee,Kaufmanborough,P890,generation,Electronics,Laptop,"Sexton, Smith and Hodge",5,26591,UPI,Female,44,132957
A18125,18-03-2026,06-06-2026,01-09-2026,Delivered,C9516,Jon Diaz,India,Nevada,East Larry,P557,fund,Electronics,Laptop,Nelson LLC,1,48087,NetBanking,Male,37,48087
A18126,25-05-2026,30-03-2026,17-03-2026,Delivered,C3832,Brenda Martin,India,Louisiana,Lake Conniestad,P716,him,Electronics,Accessories,"Wright, Weaver and Pennington",3,48057,UPI,Female,28,144170
A18127,05-04-2026,09-01-2026,19-08-2026,Delivered,C9797,Sarah Williams,India,Texas,Allenberg,P915,bar,Fashion,Clothing,Booth Inc,4,36648,COD,Female,24,146590
A18128,12-02-2026,23-10-2026,20-08-2026,Delivered,C9549,Terry Beasley,India,North Dakota,Wileyside,P677,trip,Electronics,Laptop,Ford-Parrish,1,5409,Card,Female,45,5409
A18129,23-08-2026,15-12-2026,04-10-2026,Delivered,C5454,Jessica Hanson,India,Missouri,West Brandon,P255,task,Home,Furniture,Wilson-Johnson,5,48862,UPI,Female,24,244310
A18130,03-03-2026,03-07-2026,27-11-2026,Delivered,C9478,Edwin Fuller,India,Wyoming,East Juan,P538,left,Home,Kitchen,"Green, Orozco and Stuart",1,5115,COD,Female,35,5115
A18131,07-12-2026,11-04-2026,04-10-2026,Delivered,C5458,Phillip Arellano,India,Georgia,New Rebecca,P933,pressure,Electronics,Laptop,Pena LLC,5,17335,COD,Female,47,86674
A18132,17-06-2026,11-04-2026,02-12-2026,Delivered,C7104,Michael Hall,India,Maryland,West Davidchester,P903,standard,Home,Kitchen,Mckee Ltd,5,48231,COD,Male,23,241156
A18133,27-08-2026,27-10-2026,24-08-2026,Delivered,C3698,Michael Paul,India,Minnesota,Port Tammymouth,P743,center,Home,Furniture,Shaffer-Lewis,5,13633,NetBanking,Male,50,68164
A18134,09-08-2026,22-12-2026,22-12-2026,Delivered,C8446,Angela Oliver,India,Wyoming,Gregoryland,P450,born,Electronics,Laptop,"Powell, Wilson and Alexander",4,46273,UPI,Female,32,185093
A18135,28-08-2026,13-08-2026,07-03-2026,Delivered,C8708,Morgan Campos,India,Arizona,West Michaelfort,P748,notice,Electronics,Accessories,Nguyen-Shaw,1,4949,COD,Female,22,4949
A18136,31-08-2026,25-09-2026,28-03-2026,Delivered,C1823,Matthew Gardner,India,Vermont,Port Scott,P597,require,Home,Kitchen,Oneill and Sons,1,10435,NetBanking,Female,29,10435
A18137,30-03-2026,07-01-2026,09-01-2026,Delivered,C1151,Nathan Deleon,India,Michigan,New Stephanie,P659,recognize,Home,Furniture,Carney LLC,2,14870,COD,Female,45,29739
A18138,11-06-2026,16-03-2026,09-03-2026,Delivered,C8730,Michelle Chavez,India,Alabama,Johnsonton,P817,themselves,Fashion,Clothing,"Green, Johnson and Mclaughlin",5,41199,UPI,Female,19,205997
A18139,19-09-2026,10-10-2026,16-02-2026,Delivered,C7017,Jaime Hughes,India,Oregon,West Bradley,P618,family,Fashion,Footwear,"Berry, Martin and Morris",1,49591,COD,Male,48,49591
A18140,22-04-2026,01-08-2026,09-01-2026,Delivered,C2865,Thomas Morris,India,Rhode Island,Matthewview,P745,big,Home,Kitchen,Woods-White,2,48498,NetBanking,Male,26,96997
A18141,08-10-2026,23-01-2026,07-05-2026,Delivered,C9983,Stacey Fowler,India,Wyoming,Jacksonshire,P407,brother,Electronics,Accessories,Hurst-Walker,4,16905,UPI,Male,34,67619
A18142,02-07-2026,20-07-2026,29-11-2026,Delivered,C1194,Tammie Chavez,India,Vermont,West Joe,P788,a,Electronics,Mobile,Duran and Sons,1,25343,Card,Male,24,25343
A18143,03-08-2026,17-07-2026,15-07-2026,Delivered,C2814,Marvin Jones,India,Illinois,West Christopher,P639,popular,Home,Furniture,Beck LLC,4,41662,NetBanking,Male,62,166649
A18144,10-12-2026,25-03-2026,02-02-2026,Delivered,C4971,Crystal Morales,India,Nebraska,Russellborough,P886,stock,Home,Kitchen,Reed PLC,1,42521,Card,Male,26,42521
A18145,20-02-2026,05-02-2026,04-09-2026,Delivered,C3560,Andrew Garcia,India,Florida,North Michelle,P928,them,Home,Furniture,"Hunter, Young and Powell",3,41499,UPI,Female,53,124496
A18146,14-05-2026,21-02-2026,05-02-2026,Delivered,C4491,Tara Miller,India,New Mexico,Wardmouth,P746,about,Electronics,Mobile,Rodriguez and Sons,1,16656,UPI,Male,51,16656
A18147,16-08-2026,20-07-2026,28-04-2026,Delivered,C6363,Janet Ryan,India,Kentucky,Lake Brittany,P151,traditional,Fashion,Footwear,Cook-Vance,1,15819,UPI,Female,27,15819
A18148,01-09-2026,29-10-2026,22-12-2026,Delivered,C8584,Joshua Soto,India,Pennsylvania,Port Josephberg,P847,people,Fashion,Footwear,Morris-Allen,1,40388,Card,Male,30,40388
A18149,22-04-2026,04-04-2026,16-10-2026,Delivered,C6177,Ricky Hill,India,Maine,New Deanna,P906,contain,Fashion,Footwear,"Williams, Brewer and Tucker",2,38393,Card,Female,44,76786
A18150,15-06-2026,05-11-2026,04-03-2026,Delivered,C3893,Michelle Lewis,India,Connecticut,East Kimberlybury,P632,trial,Fashion,Footwear,Shah Ltd,5,28455,Card,Female,25,142274
A18151,23-05-2026,19-12-2026,08-02-2026,Delivered,C5844,Ryan Pittman,India,Arkansas,Victoriatown,P468,tend,Home,Kitchen,Lopez-Ramos,2,18963,UPI,Female,25,37925
A18152,04-04-2026,28-04-2026,03-12-2026,Delivered,C4947,Bradley Hamilton,India,Texas,North Brianside,P577,whatever,Fashion,Footwear,Brock PLC,1,23537,Card,Female,54,23537
A18153,28-08-2026,01-06-2026,26-09-2026,Delivered,C3879,Laura Davis,India,Vermont,Garzaland,P547,too,Fashion,Clothing,Martinez-Carlson,3,39301,COD,Female,65,117904
A18154,15-10-2026,19-06-2026,05-12-2026,Delivered,C4808,Sandra Francis,India,Oklahoma,Millsport,P942,list,Electronics,Mobile,Steele Group,4,48588,NetBanking,Male,58,194353
A18155,07-05-2026,28-04-2026,15-03-2026,Delivered,C5688,Melvin Compton,India,Alaska,Shawnside,P890,level,Fashion,Footwear,Garrison-Reyes,4,16442,NetBanking,Female,30,65769
A18156,18-02-2026,31-05-2026,13-08-2026,Delivered,C8822,Bryan Carter,India,Louisiana,New Natalieton,P773,center,Electronics,Laptop,Suarez-Davis,1,13980,COD,Female,35,13980
A18157,10-02-2026,15-06-2026,11-03-2026,Delivered,C8435,Richard Walter,India,West Virginia,South Steven,P948,identify,Home,Furniture,Garcia Ltd,3,8850,Card,Female,22,26550
A18158,29-06-2026,12-10-2026,28-11-2026,Delivered,C1808,Andrea Calderon,India,Alabama,Port Patricia,P179,laugh,Electronics,Accessories,"Williams, Clark and Wilson",4,24330,Card,Male,49,97320
A18159,04-02-2026,30-01-2026,27-08-2026,Delivered,C4454,Donald Glenn,India,South Carolina,Monroemouth,P657,space,Electronics,Laptop,White-Morrison,3,37409,UPI,Female,30,112227
A18160,08-12-2026,05-07-2026,19-07-2026,Delivered,C2330,Tyler Clayton,India,North Dakota,South Kaitlyn,P338,capital,Electronics,Laptop,Taylor-Dillon,4,5042,Card,Male,24,20169
A18161,09-06-2026,03-12-2026,06-05-2026,Delivered,C7608,Angela Lawson,India,Wyoming,Eduardobury,P219,big,Fashion,Footwear,Stone Group,5,44590,COD,Male,36,222952
A18162,23-11-2026,03-04-2026,19-08-2026,Delivered,C5034,Robert Taylor,India,Connecticut,Brownport,P945,natural,Electronics,Accessories,Blanchard-Graham,1,41921,Card,Male,51,41921
A18163,28-10-2026,24-06-2026,16-02-2026,Delivered,C6709,Jonathan Davis,India,Alaska,East Michelle,P536,middle,Fashion,Footwear,Johnson-Kelly,1,24706,COD,Female,45,24706
A18164,12-11-2026,16-05-2026,19-02-2026,Delivered,C2910,Kathryn Schwartz,India,Wyoming,North Francisco,P426,spring,Home,Kitchen,"Jones, Randolph and Schneider",4,26701,NetBanking,Male,23,106802
A18165,04-02-2026,06-09-2026,18-03-2026,Delivered,C5799,Alicia Walker,India,Florida,South Jessicaton,P836,yet,Electronics,Mobile,Palmer-Allen,3,22068,UPI,Female,29,66204
A18166,10-10-2026,10-03-2026,30-04-2026,Delivered,C2620,Holly Bennett,India,Tennessee,New Billyview,P679,training,Home,Furniture,Irwin-Nelson,4,32024,COD,Female,20,128095
A18167,08-06-2026,12-05-2026,17-08-2026,Delivered,C6017,William Page,India,North Dakota,Freemanhaven,P311,dream,Fashion,Footwear,Bolton and Sons,5,45138,UPI,Male,32,225689
A18168,19-11-2026,27-04-2026,21-03-2026,Delivered,C9306,Scott Fuller,India,Oregon,North Joseph,P562,television,Home,Kitchen,Berry PLC,3,21180,COD,Male,49,63540
A18169,07-03-2026,17-05-2026,15-06-2026,Delivered,C9854,John Marsh,India,North Carolina,Griffinland,P200,not,Fashion,Clothing,Garcia PLC,5,26166,COD,Female,26,130832
A18170,15-07-2026,28-03-2026,06-05-2026,Delivered,C5331,Caleb Mills,India,Kansas,Patricktown,P865,western,Home,Kitchen,Bell-Richards,3,5678,Card,Male,49,17034
A18171,03-11-2026,13-01-2026,15-07-2026,Delivered,C8279,Bailey Watson,India,West Virginia,East Christine,P401,space,Home,Kitchen,"Williams, Kelly and Baker",4,47393,UPI,Male,20,189571
A18172,07-04-2026,13-07-2026,19-01-2026,Delivered,C5028,Beth Mills MD,India,Arizona,South Jonathanshire,P770,business,Fashion,Clothing,White Group,3,7012,UPI,Male,65,21037
A18173,24-06-2026,08-11-2026,21-03-2026,Delivered,C8206,Troy Powers,India,Illinois,Jenkinsland,P324,summer,Electronics,Mobile,Carroll-Craig,4,32274,Card,Female,62,129096
A18174,26-09-2026,24-09-2026,13-08-2026,Delivered,C2341,John Hernandez,India,Georgia,Whitakerstad,P591,technology,Electronics,Laptop,"Allen, Johnson and Weaver",5,8273,COD,Male,60,41366
A18175,24-05-2026,15-09-2026,04-12-2026,Delivered,C1352,Darren Cook,India,West Virginia,Joshuaport,P906,age,Fashion,Footwear,Combs-Brooks,2,39478,UPI,Male,49,78957
A18176,07-09-2026,27-02-2026,08-06-2026,Delivered,C8664,Joshua Martin,India,Rhode Island,Nathanhaven,P476,less,Home,Furniture,Chang-Sanchez,5,19986,UPI,Male,37,99930
A18177,03-07-2026,04-12-2026,27-03-2026,Delivered,C9753,Michael Wilkins,India,North Carolina,Mollyberg,P759,natural,Electronics,Mobile,"Nelson, Boyd and Scott",3,11293,COD,Female,56,33880
A18178,04-09-2026,01-05-2026,09-07-2026,Delivered,C3448,Alicia Caldwell,India,Iowa,New Willie,P571,western,Electronics,Accessories,"Morales, Pratt and Patterson",1,1752,Card,Male,43,1752
A18179,07-07-2026,06-05-2026,31-08-2026,Delivered,C6332,Hannah Allen,India,Vermont,Pachecofurt,P379,trouble,Fashion,Footwear,Giles-Stewart,5,49361,Card,Female,46,246806
A18180,30-10-2026,21-08-2026,30-04-2026,Delivered,C1602,Nicole Ruiz,India,Georgia,Williamsbury,P796,which,Electronics,Mobile,"Kelley, Lee and Williams",2,26276,Card,Male,38,52551
A18181,02-03-2026,07-07-2026,01-12-2026,Delivered,C9048,James Singleton,India,Minnesota,North Tina,P728,professor,Electronics,Laptop,Martin Inc,3,19882,COD,Male,49,59645
A18182,12-05-2026,17-01-2026,17-04-2026,Delivered,C4201,Diane Hill MD,India,Arizona,Mosesmouth,P488,floor,Home,Kitchen,Ibarra LLC,1,26467,NetBanking,Female,32,26467
A18183,31-03-2026,11-07-2026,19-04-2026,Delivered,C5019,Christina Hale,India,Idaho,Craigmouth,P380,box,Fashion,Footwear,Young-Jacobs,1,15264,COD,Female,20,15264
A18184,20-03-2026,02-06-2026,16-04-2026,Delivered,C5164,Carol Friedman,India,Virginia,Patrickburgh,P948,marriage,Fashion,Footwear,"Kelley, Schultz and Peterson",3,40683,Card,Female,43,122050
A18185,18-04-2026,23-09-2026,01-02-2026,Delivered,C6210,Michaela Fernandez,India,Montana,Theresatown,P852,must,Fashion,Footwear,Pennington PLC,4,6770,Card,Female,19,27082
A18186,25-12-2026,07-10-2026,10-08-2026,Delivered,C9876,Terry Jones,India,Ohio,Armstrongshire,P911,teacher,Fashion,Clothing,Williams Group,5,37051,COD,Female,42,185257
A18187,02-07-2026,02-11-2026,11-11-2026,Delivered,C7410,Barbara Hunter,India,Arkansas,West Michaelside,P354,federal,Home,Kitchen,Franklin-King,5,34191,UPI,Female,29,170957
A18188,08-08-2026,17-09-2026,15-03-2026,Delivered,C5148,Brandon Lin,India,North Carolina,New Christopher,P135,cut,Fashion,Clothing,Powell PLC,3,42776,UPI,Female,35,128328
A18189,24-09-2026,25-04-2026,27-10-2026,Delivered,C7257,Troy Fischer,India,Louisiana,Patriciaside,P725,thought,Home,Furniture,"Hull, Ortiz and Moore",4,5904,Card,Female,64,23615
A18190,16-07-2026,18-07-2026,19-12-2026,Delivered,C7876,Gail Vincent,India,Delaware,Perkinsmouth,P410,process,Electronics,Accessories,Young Ltd,1,28529,Card,Male,48,28529
A18191,23-06-2026,29-11-2026,06-03-2026,Delivered,C4562,Dominique Wise,India,Rhode Island,Lake Michael,P221,memory,Home,Furniture,Padilla LLC,1,49707,NetBanking,Male,45,49707
A18192,30-05-2026,26-01-2026,13-07-2026,Delivered,C1999,Julie Thompson,India,Arkansas,North Jasonborough,P343,star,Electronics,Mobile,Smith-Frank,1,34320,Card,Female,23,34320
A18193,15-06-2026,04-11-2026,26-04-2026,Delivered,C8872,Tina Brown,India,Delaware,Chapmanborough,P659,country,Electronics,Mobile,Campbell-Black,1,46569,NetBanking,Female,19,46569
A18194,14-11-2026,15-05-2026,09-02-2026,Delivered,C9428,Bryan Wallace,India,California,Melissaview,P164,game,Fashion,Clothing,Perez-Hernandez,1,1584,NetBanking,Male,26,1584
A18195,23-09-2026,02-05-2026,31-05-2026,Delivered,C7669,Taylor Nelson,India,Missouri,Kennethmouth,P211,artist,Home,Furniture,"Sanchez, Hill and Brennan",4,6761,NetBanking,Female,26,27044
A18196,09-09-2026,20-02-2026,05-10-2026,Delivered,C6456,Alexandria Schwartz,India,Oklahoma,Howellton,P636,size,Electronics,Laptop,Delgado-Ayers,3,47729,Card,Male,38,143187
A18197,01-08-2026,07-07-2026,27-11-2026,Delivered,C4131,Duane Sandoval,India,Kansas,Port Andreastad,P470,road,Home,Kitchen,Garcia-Hayden,1,38497,COD,Female,41,38497
A18198,10-07-2026,22-01-2026,16-12-2026,Delivered,C1850,Willie Obrien,India,Texas,Arellanohaven,P933,without,Home,Kitchen,"Benson, Ramirez and Johnson",3,38832,NetBanking,Female,45,116496
A18199,18-09-2026,14-02-2026,08-05-2026,Delivered,C1796,Lisa Ballard,India,Idaho,New Melissa,P565,song,Fashion,Clothing,Cooper-Snow,4,46249,UPI,Female,44,184995
A18200,04-09-2026,24-10-2026,20-09-2026,Delivered,C7065,Tiffany Jones,India,Montana,Cervantesstad,P251,test,Fashion,Footwear,"Stevens, Burton and Weber",1,45995,Card,Female,39,45995
A18201,06-03-2026,23-01-2026,06-10-2026,Delivered,C9046,Gabrielle Ortiz,India,Washington,Anthonyburgh,P721,against,Home,Furniture,"Ross, Alvarez and Huffman",4,24931,UPI,Male,58,99726
A18202,17-08-2026,09-06-2026,27-01-2026,Delivered,C1415,Brittany Richardson,India,Texas,Hallmouth,P162,work,Electronics,Mobile,Sandoval LLC,3,37036,UPI,Female,65,111107
A18203,27-11-2026,30-06-2026,28-06-2026,Delivered,C9972,Evan Carroll,India,Texas,South Adrianaside,P870,well,Home,Furniture,Cruz and Sons,2,44164,Card,Male,51,88329
A18204,04-03-2026,16-03-2026,09-03-2026,Delivered,C9938,Scott Livingston,India,New Mexico,Ricardomouth,P697,charge,Home,Kitchen,"Sanchez, Alvarado and Lopez",3,27700,COD,Female,38,83099
A18205,01-01-2026,30-04-2026,31-01-2026,Delivered,C4602,Roger Jackson,India,Oregon,West Kylie,P978,strong,Home,Furniture,"Moody, Jarvis and Thomas",3,21806,COD,Male,55,65419
A18206,16-09-2026,24-06-2026,29-07-2026,Delivered,C7150,Amanda Hoover,India,Alaska,West Matthewton,P507,perform,Fashion,Footwear,Hayes PLC,3,11870,UPI,Male,39,35609
A18207,09-07-2026,19-02-2026,15-04-2026,Delivered,C1780,Rachael Gregory,India,North Carolina,Lake Andre,P945,popular,Fashion,Footwear,"Owens, Santos and Jones",5,34944,Card,Female,42,174718
A18208,21-06-2026,08-10-2026,22-07-2026,Delivered,C7247,Frank Sims,India,North Dakota,North Reginamouth,P458,identify,Electronics,Mobile,Rose-Hammond,5,4335,Card,Female,46,21677
A18209,08-03-2026,08-04-2026,22-08-2026,Delivered,C7393,Benjamin Nguyen,India,Michigan,New Mary,P642,yes,Fashion,Clothing,"Miller, Roberts and Neal",5,5572,COD,Male,36,27859
A18210,13-07-2026,26-11-2026,27-04-2026,Delivered,C5292,Emily Brown,India,Arkansas,Warrenbury,P997,hard,Home,Kitchen,Bowman LLC,4,12167,COD,Male,46,48667
